## ------------------------------------------------------------------------- ##
## TEMPLATE DATA FILE FOR iSCAM                                              ##
## TIPS: -use '#' as comment character for the data file                     ##
##       -use '#' on all blank lines (windows compatible)                    ##
##       -sex: 0=asexual, 1=female, 2=male                                   ##  
##                                                                           ##
##                                                                           ##
## TEMPLATE is based on Flack Lake Trout (ADMB catage example)               ##
## ------------------------------------------------------------------------- ##
##
##
##
## ------------------------------------------------------------------------- ##
## MODEL DIMENSIONS                                                          ##
## ------------------------------------------------------------------------- ##
1        # -number of areas            (narea)
1        # -number of groups or stocks (ngroup)
2        # -number of sexes            (nsex)
1927     # -first year of data         (syr)
2002     # -last year of data          (nyr)
1        # -age of youngest age class  (sage)
20       # -age of plus group          (nage)
5        # -number of gears            (ngear)
##
## ------------------------------------------------------------------------- ##
## Allocation for each gear in (ngear), use 0 for survey gears. 
## ------------------------------------------------------------------------- ##
#Gear 1 commercial
#Gear 2 pre1991 rec
#gear 3 post1991 rec
#gear 4 Commercial CPUE
#Gear 5 Rec cpue 
0	0	1	0	0
##
##
## ------------------------------------------------------------------------- ##
##
## ------------------------------------------------------------------------- ##
## Age-schedule and population parameters                                    ##
## ------------------------------------------------------------------------- ##
## Need one value for each area and sex.
##
900   	   1040   	# -asymptotic length (linf)  
0.20       0.20    	# -brody growth coefficient (k)
0   	   0   		    # -theoretical age at zero length (to)
1.126e-6   1.126e-6     # -scaler in length-weight allometry
3.329      3.329        # -power parameter in length-weight allometry
2.0    	   5.0         	# -age at 50% maturity (approx with log(3.0)/k)
0.01       0.2        	# -std at 50% maturity (CV ~ 0.1)
0                       # -(if n_MAT==1) use the following vector for maturity
0           		#mat vec
##
## ------------------------------------------------------------------------- ##
## TIME SERIES DATA                                                          ##
## ------------------------------------------------------------------------- ##
## Observed catch from all gears, areas, and sex                             ##
## sex: 1=female, 2=male, 0=asexual
## Type of catch: legend                                                     ##
##               1 = catch in weight                                         ##
##               2 = catch in numbers                                        ##
##               3 = catch in spawn (roe)                                    ##
## 
## n_ct_obs
   104
## Year gear area group sex type value
  1927	1	1	1	0	1	2.5520
  1928	1	1	1	0	1	2.5370
  1929	1	1	1	0	1	2.7760
  1930	1	1	1	0	1	2.9730
  1931	1	1	1	0	1	2.9540
  1932	1	1	1	0	1	2.2920
  1933	1	1	1	0	1	2.2680
  1934	1	1	1	0	1	2.7920
  1935	1	1	1	0	1	3.5780
  1936	1	1	1	0	1	3.6740
  1937	1	1	1	0	1	2.5050
  1938	1	1	1	0	1	2.5330
  1939	1	1	1	0	1	2.6710
  1940	1	1	1	0	1	2.0620
  1941	1	1	1	0	1	2.1750
  1942	1	1	1	0	1	2.0260
  1943	1	1	1	0	1	2.3210
  1944	1	1	1	0	1	4.3390
  1945	1	1	1	0	1	3.5350
  1946	1	1	1	0	1	2.9740
  1947	1	1	1	0	1	2.6424
  1948	1	1	1	0	1	2.3112
  1949	1	1	1	0	1	1.9801
  1950	1	1	1	0	1	1.6489
  1951	1	1	1	0	1	1.3177
  1952	1	1	1	0	1	1.5186
  1953	1	1	1	0	1	1.1805
  1954	1	1	1	0	1	1.4916
  1955	1	1	1	0	1	1.2570
  1956	1	1	1	0	1	1.5468
  1957	1	1	1	0	1	1.5737
  1958	1	1	1	0	1	1.4661
  1959	1	1	1	0	1	1.4942
  1960	1	1	1	0	1	1.3795
  1961	1	1	1	0	1	1.2289
  1962	1	1	1	0	1	1.1679
  1963	1	1	1	0	1	0.9374
  1964	1	1	1	0	1	0.8831
  1965	1	1	1	0	1	0.8227
  1966	1	1	1	0	1	0.7832
  1967	1	1	1	0	1	0.7724
  1968	1	1	1	0	1	0.7541
  1969	1	1	1	0	1	0.7518
  1970	1	1	1	0	1	0.8074
  1971	1	1	1	0	1	0.5930
  1972	1	1	1	0	1	0.5155
  1973	1	1	1	0	1	0.3941
  1974	1	1	1	0	1	0.4024
  1975	1	1	1	0	1	0.3812
  1976	1	1	1	0	1	0.3484
  1977	1	1	1	0	1	0.4296
  1978	1	1	1	0	1	0.5099
  1979	1	1	1	0	1	0.5504
  1980	1	1	1	0	1	0.3723
  1981	1	1	1	0	1	0.3954
  1982	1	1	1	0	1	0.4010
  1983	1	1	1	0	1	0.3501
  1984	1	1	1	0	1	0.2020
  1985	1	1	1	0	1	0.1340
  1986	1	1	1	0	1	0.1213
  1987	1	1	1	0	1	0.0716
  1988	1	1	1	0	1	0.0472
  1989	1	1	1	0	1	0.0440
  1962	2	1	1	0	2	3491
  1963	2	1	1	0	2	6981
  1964	2	1	1	0	2	10472
  1965	2	1	1	0	2	13963
  1966	2	1	1	0	2	17453
  1967	2	1	1	0	2	20944
  1968	2	1	1	0	2	24435
  1969	2	1	1	0	2	27925
  1970	2	1	1	0	2	31416
  1971	2	1	1	0	2	34907
  1972	2	1	1	0	2	38397
  1973	2	1	1	0	2	41888
  1974	2	1	1	0	2	45379
  1975	2	1	1	0	2	48869
  1976	2	1	1	0	2	52360
  1977	2	1	1	0	2	55851
  1978	2	1	1	0	2	59341
  1979	2	1	1	0	2	62832
  1980	2	1	1	0	2	66323
  1981	2	1	1	0	2	69813
  1982	2	1	1	0	2	73304
  1983	2	1	1	0	2	59810
  1984	2	1	1	0	2	131797
  1985	2	1	1	0	2	73105
  1986	2	1	1	0	2	66780
  1987	2	1	1	0	2	60276
  1988	2	1	1	0	2	60640
  1989	2	1	1	0	2	52332
  1990	2	1	1	0	2	29011
  1991	3	1	1	0	2	7660
  1992	3	1	1	0	2	5412
  1993	3	1	1	0	2	6317
  1994	3	1	1	0	2	6603
  1995	3	1	1	0	2	4394
  1996	3	1	1	0	2	3325
  1997	3	1	1	0	2	3505
  1998	3	1	1	0	2	2918
  1999	3	1	1	0	2	2915
  2000	3	1	1	0	2	5198
  2001	3	1	1	0	2	8219
  2002	3	1	1	0	2	3471
##
## ------------------------------------------------------------------------- ##
## ABUNDANCE INDICES -A RAGGED ARRAY: (1,nit,1,nit_nobs,1,5)                 ##
## ------------------------------------------------------------------------- ##
2           # Number of abundance series         int(nit)
23 21       # Number of observations in series   ivector(nit_nobs(1,nit))
2 1         # Survey type (see key below)        ivector(survey_type(1,nit))
## 1 = survey is proportional to vulnerable numbers
## 2 = survey is proportional to vulnerable biomass
## 3 = survey is proportional to spawning biomass (e.g., a spawn survey)
##
## survey_data:
##                                        survey
## iyr     index(it) gear area group sex  wt    timing
  1967	195.75	4	1	1	0	1	0.5
  1968	212.25	4	1	1	0	1	0.5
  1969	235.43	4	1	1	0	1	0.5
  1970	222.88	4	1	1	0	1	0.5
  1971	177.63	4	1	1	0	1	0.5
  1972	199.25	4	1	1	0	1	0.5
  1973	188.88	4	1	1	0	1	0.5
  1974	217.5	4	1	1	0	1	0.5
  1975	188.38	4	1	1	0	1	0.5
  1976	170.75	4	1	1	0	1	0.5
  1977	173.63	4	1	1	0	1	0.5
  1978	175.5	4	1	1	0	1	0.5
  1979	177.88	4	1	1	0	1	0.5
  1980	144.38	4	1	1	0	1	0.5
  1981	120.63	4	1	1	0	1	0.5
  1982	114.88	4	1	1	0	1	0.5
  1983	125.13	4	1	1	0	1	0.5
  1984	99.13	4	1	1	0	1	0.5
