#NB The data herein are fake data
#Model Dimensions
1970		#first year of data
2008		#last year of data
1			#age of youngest
15			#age of plus group
1			#Number of gears

#Age-schedule and population parameters
#natural mortality rate (m)
0.3
#growth parameters (linf,k,to)
100, 0.2,	0
#length-weight allometry (a,b)
5e-6, 3.0
#maturity at age (am=log(3)/k) & gm=std for logistic
5.5, 0.55

#Time series data
#Observed catch (1970-2008, metric t)
13.8 21.4 12.2 18.0 23.5 15.5 11.8 16.3 21.1 22.1 23.8 13.3 10.4 13.7  9.0 13.9 10.8 11.4 13.8
11.0 21.1 23.4 24.9 30.6 26.0 30.7 29.7 19.9 36.2 25.0 30.6 32.5 32.1 31.2 23.1 23.6 18.3 20.6
33.5

#Relative Abundance index from fisheries independent survey (it) 1970-2008
#nit, iyr, it
39
1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008
254.46 363.42 238.55 206.85 158.41 203.53 140.14 205.59 171.81 172.89 107.08 176.97 130.48 205.65 126.48 193.18 213.45 237.87 123.62 235.64 184.49 177.34 184.42 123.2 163.42 170.39 159.58 92.031 111.63 152.09 92.583 69.599 128.65 85.28 52.53 73.256 76.073 66.47 56.085

#Commercial Age-Proportions
#p_sage p_nage
1	15 
#P (1970,2008,1,15+)
 0.09626 0.050335 0.099185 0.17267 0.15399 0.098361 0.11075 0.031503 0.078469 0.013837 0.026976 0.017108 0.011594 0.010358 0.028599
 0.07586 0.11318 0.052473 0.089845 0.13835 0.1167 0.17413 0.047064 0.04466 0.058754 0.027888 0.013326 0.0091713 0.0081258 0.030474
 0.042131 0.091808 0.086548 0.068724 0.14058 0.14395 0.16358 0.086215 0.029506 0.022912 0.045453 0.016755 0.016083 0.0074723 0.038279
 0.047528 0.033161 0.13948 0.21654 0.064039 0.12243 0.090275 0.074025 0.073327 0.019263 0.012203 0.034886 0.007866 0.013927 0.051056
 0.09327 0.10051 0.048148 0.16265 0.10571 0.050349 0.1426 0.082034 0.10081 0.039177 0.015127 0.015087 0.020841 0.011159 0.01253
 0.19048 0.1424 0.063045 0.063351 0.11389 0.082638 0.046429 0.085202 0.042052 0.033045 0.073931 0.0087141 0.011247 0.018454 0.025119
 0.16623 0.09076 0.22817 0.09338 0.031186 0.07565 0.093637 0.050427 0.051271 0.037594 0.029834 0.014993 0.006565 0.0065236 0.023778
 0.054862 0.25774 0.10429 0.24983 0.057145 0.042177 0.059262 0.061174 0.012763 0.032159 0.02063 0.018139 0.010542 0.005247 0.014039
 0.053489 0.083292 0.19531 0.17268 0.20359 0.071427 0.04816 0.050712 0.028962 0.013003 0.019013 0.016887 0.012785 0.0065536 0.024125
 0.2162 0.14825 0.063713 0.20023 0.13059 0.092347 0.040299 0.021734 0.026281 0.013475 0.0095354 0.0090533 0.0081447 0.0068878 0.01325
